index,query,answer,subgraph_nodes,query_fig_name,answer_fig_name,main_relation,query_type,query_text,query_html,explanation_text,explanation_html,baseline_with_explanation,baseline_without_explanation
12,"(p,(Condition),(e,(PeopleX will not do it to PersonX)))",PersonX do not do it to PeopleX,"['PeopleX will not do it to PersonX', 'PersonX do not do it to PeopleX']",20220414-171637-batch-0-q-12.jpg,20220414-171637-batch-0-a-12.jpg,Condition,1p,"When the eventuality V? happens, PeopleX will not do it to PersonX can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PeopleX will not do it to PersonX</span> can happen. What is the eventuality V? ?","When PersonX do not do it to PeopleX happens, PeopleX will not do it to PersonX can happen.","When <span style=""color:red;"">PersonX do not do it to PeopleX</span> happens, <span style=""color:red;"">PeopleX will not do it to PersonX</span> can happen.",no,no
13,"(p,(Condition),(e,(PersonY be go to get PersonX too)))",PersonX be go to get PersonY,"['PersonY be go to get PersonX too', 'PersonX be go to get PersonY']",20220414-171637-batch-0-q-13.jpg,20220414-171637-batch-0-a-13.jpg,Condition,1p,"When the eventuality V? happens, PersonY be go to get PersonX too can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY be go to get PersonX too</span> can happen. What is the eventuality V? ?","When PersonX be go to get PersonY happens, PersonY be go to get PersonX too can happen.","When <span style=""color:red;"">PersonX be go to get PersonY</span> happens, <span style=""color:red;"">PersonY be go to get PersonX too</span> can happen.",yes,yes
14,"(p,(Synchronous),(e,(suicide be not a national habit in germany)))",it be in england,"['suicide be not a national habit in germany', 'it be in england']",20220414-171637-batch-0-q-14.jpg,20220414-171637-batch-0-a-14.jpg,Synchronous,1p,suicide be not a national habit in germany happens the same time as the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">suicide be not a national habit in germany</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",suicide be not a national habit in germany happens the same time as it be in england.,"<span style=""color:red;"">suicide be not a national habit in germany</span> happens the same time as <span style=""color:red;"">it be in england</span>.",yes,yes
15,"(p,(Precedence),(e,(PersonX just want to stop it)))",it get out of hand,"['PersonX just want to stop it', 'it get out of hand']",20220414-171637-batch-0-q-15.jpg,20220414-171637-batch-0-a-15.jpg,Precedence,1p,PersonX just want to stop it happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX just want to stop it</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX just want to stop it happens before it get out of hand.,"<span style=""color:red;"">PersonX just want to stop it</span> happens before <span style=""color:red;"">it get out of hand</span>.",yes,yes
16,"(p,(Condition),(e,(PersonY will not play with phone)))",PersonX will not play with PersonY,"['PersonY will not play with phone', 'PersonX will not play with PersonY']",20220414-171637-batch-0-q-16.jpg,20220414-171637-batch-0-a-16.jpg,Condition,1p,"When the eventuality V? happens, PersonY will not play with phone can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY will not play with phone</span> can happen. What is the eventuality V? ?","When PersonX will not play with PersonY happens, PersonY will not play with phone can happen.","When <span style=""color:red;"">PersonX will not play with PersonY</span> happens, <span style=""color:red;"">PersonY will not play with phone</span> can happen.",no,no
17,"(p,(Result),(e,(PersonX murder PersonY mother)))",PersonX will not do anything to PersonY,"['PersonX murder PersonY mother', 'PersonX will not do anything to PersonY']",20220414-171637-batch-0-q-17.jpg,20220414-171637-batch-0-a-17.jpg,Result,1p,PersonX murder PersonY mother result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX murder PersonY mother</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX murder PersonY mother result in PersonX will not do anything to PersonY.,"<span style=""color:red;"">PersonX murder PersonY mother</span> result in <span style=""color:red;"">PersonX will not do anything to PersonY</span>.",no,no
18,"(p,(Precedence),(p,(Concession),(e,(PersonX utter a exclamation of anger))))",PeopleX could reach PersonX,"['PersonX utter a exclamation of anger', 'PersonX have fall to ground', 'PeopleX could reach PersonX']",20220414-171637-batch-0-q-18.jpg,20220414-171637-batch-0-a-18.jpg,Concession,2p,the eventuality V0 happens although PersonX utter a exclamation of anger. the eventuality V0 happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> happens although <span style=""color:red;"">PersonX utter a exclamation of anger</span>. <span style=""color:red;"">the eventuality V0</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX have fall to ground happens before PeopleX could reach PersonX. PersonX have fall to ground happens although PersonX utter a exclamation of anger.,"<span style=""color:red;"">PersonX have fall to ground</span> happens before <span style=""color:red;"">PeopleX could reach PersonX</span>. <span style=""color:red;"">PersonX have fall to ground</span> happens although <span style=""color:red;"">PersonX utter a exclamation of anger</span>.",no,no
19,"(p,(Result),(p,(Restatement),(e,(the action be decisive))))",PersonX fight it down,"['the action be decisive', 'PersonX fear to trust himself', 'PersonX fight it down']",20220414-171637-batch-0-q-19.jpg,20220414-171637-batch-0-a-19.jpg,Restatement,2p,the eventuality V0 restates the action be decisive. the eventuality V0 result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">the action be decisive</span>. <span style=""color:red;"">the eventuality V0</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX fear to trust himself and PersonX fight it down both happen. PersonX fear to trust himself result in PersonX fight it down. PersonX fear to trust himself restates the action be decisive.,"<span style=""color:red;"">PersonX fear to trust himself</span> and <span style=""color:red;"">PersonX fight it down</span> both happen. <span style=""color:red;"">PersonX fear to trust himself</span> result in <span style=""color:red;"">PersonX fight it down</span>. <span style=""color:red;"">PersonX fear to trust himself</span> restates <span style=""color:red;"">the action be decisive</span>.",yes,yes
20,"(p,(Result),(p,(Restatement),(e,(the action be decisive))))",it be not yet time,"['the action be decisive', 'PersonX fear to trust himself', 'it be not yet time']",20220414-171637-batch-0-q-20.jpg,20220414-171637-batch-0-a-20.jpg,Restatement,2p,the eventuality V0 restates the action be decisive. the eventuality V0 result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">the action be decisive</span>. <span style=""color:red;"">the eventuality V0</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX fear to trust himself and it be not yet time both happen. PersonX fear to trust himself result in it be not yet time. PersonX fear to trust himself restates the action be decisive.,"<span style=""color:red;"">PersonX fear to trust himself</span> and <span style=""color:red;"">it be not yet time</span> both happen. <span style=""color:red;"">PersonX fear to trust himself</span> result in <span style=""color:red;"">it be not yet time</span>. <span style=""color:red;"">PersonX fear to trust himself</span> restates <span style=""color:red;"">the action be decisive</span>.",yes,yes
21,"(p,(Result),(p,(Restatement),(e,(the action be decisive))))",PersonY fight it down,"['the action be decisive', 'PersonY fear to trust himself', 'PersonY fight it down']",20220414-171637-batch-0-q-21.jpg,20220414-171637-batch-0-a-21.jpg,Restatement,2p,the eventuality V0 restates the action be decisive. the eventuality V0 result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">the action be decisive</span>. <span style=""color:red;"">the eventuality V0</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY fear to trust himself and PersonY fight it down both happen. PersonY fear to trust himself result in PersonY fight it down. PersonY fear to trust himself restates the action be decisive.,"<span style=""color:red;"">PersonY fear to trust himself</span> and <span style=""color:red;"">PersonY fight it down</span> both happen. <span style=""color:red;"">PersonY fear to trust himself</span> result in <span style=""color:red;"">PersonY fight it down</span>. <span style=""color:red;"">PersonY fear to trust himself</span> restates <span style=""color:red;"">the action be decisive</span>.",yes,yes
23,"(p,(Reason),(p,(Reason),(e,(PersonY never attack PersonX))))",PersonY be not the person,"['PersonY never attack PersonX', 'PersonX never attack PersonY', 'PersonY be not the person']",20220414-171637-batch-0-q-23.jpg,20220414-171637-batch-0-a-23.jpg,Reason,2p,PersonY never attack PersonX happens because the eventuality V0. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY never attack PersonX</span> happens because <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX never attack PersonY happens because PersonY be not the person. PersonX never attack PersonY happens because PersonY never attack PersonX. PersonY never attack PersonX happens because PersonX never attack PersonY.,"<span style=""color:red;"">PersonX never attack PersonY</span> happens because <span style=""color:red;"">PersonY be not the person</span>. <span style=""color:red;"">PersonX never attack PersonY</span> happens because <span style=""color:red;"">PersonY never attack PersonX</span>. <span style=""color:red;"">PersonY never attack PersonX</span> happens because <span style=""color:red;"">PersonX never attack PersonY</span>.",no,no
24,"(p,(Reason),(p,(Reason),(e,(PersonY never attack PersonX))))",PersonX be hate,"['PersonY never attack PersonX', 'PersonX be not the person', 'PersonX be hate']",20220414-171637-batch-0-q-24.jpg,20220414-171637-batch-0-a-24.jpg,Reason,2p,PersonY never attack PersonX happens because the eventuality V0. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY never attack PersonX</span> happens because <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY never attack PersonX happens because PersonX be not the person. PersonX be not the person happens because PersonX be hate.,"<span style=""color:red;"">PersonY never attack PersonX</span> happens because <span style=""color:red;"">PersonX be not the person</span>. <span style=""color:red;"">PersonX be not the person</span> happens because <span style=""color:red;"">PersonX be hate</span>.",no,no
25,"(p,(Reason),(p,(Concession),(e,(maybe PersonY should take some time))))",PersonY have read the book,"['maybe PersonY should take some time', 'PersonY be some kind of authority', 'PersonY have read the book']",20220414-171637-batch-0-q-25.jpg,20220414-171637-batch-0-a-25.jpg,Concession,2p,the eventuality V0 happens although maybe PersonY should take some time. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> happens although <span style=""color:red;"">maybe PersonY should take some time</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY be some kind of authority happens although maybe PersonY should take some time. PersonY be some kind of authority happens because PersonY have read the book.,"<span style=""color:red;"">PersonY be some kind of authority</span> happens although <span style=""color:red;"">maybe PersonY should take some time</span>. <span style=""color:red;"">PersonY be some kind of authority</span> happens because <span style=""color:red;"">PersonY have read the book</span>.",yes,no
26,"(p,(Restatement),(p,(Condition),(e,(PersonY tell yourself))))",PersonY hold the king,"['PersonY tell yourself', 'PersonY will have a greater chance', 'PersonY hold the king']",20220414-171637-batch-0-q-26.jpg,20220414-171637-batch-0-a-26.jpg,Restatement,2p,"When the eventuality V0 happens, PersonY tell yourself can happen. the eventuality V? restates the eventuality V0. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">PersonY tell yourself</span> can happen. <span style=""color:red;"">the eventuality V?</span> restates <span style=""color:red;"">the eventuality V0</span>. What is the eventuality V? ?","When PersonY will have a greater chance happens, PersonY tell yourself can happen. PersonY hold the king restates PersonY will have a greater chance.","When <span style=""color:red;"">PersonY will have a greater chance</span> happens, <span style=""color:red;"">PersonY tell yourself</span> can happen. <span style=""color:red;"">PersonY hold the king</span> restates <span style=""color:red;"">PersonY will have a greater chance</span>.",yes,no
27,"(p,(Synchronous),(p,(Condition),(e,(it would probably be best))))",PersonY hang up on PersonX,"['it would probably be best', 'PersonX do not talk to PersonY', 'PersonY hang up on PersonX']",20220414-171637-batch-0-q-27.jpg,20220414-171637-batch-0-a-27.jpg,Synchronous,2p,"When the eventuality V0 happens, it would probably be best can happen. the eventuality V0 happens the same time as the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">it would probably be best</span> can happen. <span style=""color:red;"">the eventuality V0</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","PersonX do not talk to PersonY happens the same time as PersonY hang up on PersonX. When PersonX do not talk to PersonY happens, it would probably be best can happen.","<span style=""color:red;"">PersonX do not talk to PersonY</span> happens the same time as <span style=""color:red;"">PersonY hang up on PersonX</span>. When <span style=""color:red;"">PersonX do not talk to PersonY</span> happens, <span style=""color:red;"">it would probably be best</span> can happen.",no,no
28,"(p,(Synchronous),(p,(Condition),(e,(it would probably be best))))",PersonX hang up on PersonY,"['it would probably be best', 'PersonY do not talk to PersonX', 'PersonX hang up on PersonY']",20220414-171637-batch-0-q-28.jpg,20220414-171637-batch-0-a-28.jpg,Synchronous,2p,"When the eventuality V0 happens, it would probably be best can happen. the eventuality V0 happens the same time as the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">it would probably be best</span> can happen. <span style=""color:red;"">the eventuality V0</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","PersonY do not talk to PersonX happens the same time as PersonX hang up on PersonY. When PersonY do not talk to PersonX happens, it would probably be best can happen.","<span style=""color:red;"">PersonY do not talk to PersonX</span> happens the same time as <span style=""color:red;"">PersonX hang up on PersonY</span>. When <span style=""color:red;"">PersonY do not talk to PersonX</span> happens, <span style=""color:red;"">it would probably be best</span> can happen.",no,no
29,"(p,(Synchronous),(p,(Condition),(e,(it would probably be best))))",PersonY do not show up,"['it would probably be best', 'PersonX reach out to PersonY', 'PersonY do not show up']",20220414-171637-batch-0-q-29.jpg,20220414-171637-batch-0-a-29.jpg,Synchronous,2p,"When the eventuality V0 happens, it would probably be best can happen. the eventuality V0 happens the same time as the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">it would probably be best</span> can happen. <span style=""color:red;"">the eventuality V0</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","PersonX reach out to PersonY happens the same time as PersonY do not show up. When PersonX reach out to PersonY happens, it would probably be best can happen.","<span style=""color:red;"">PersonX reach out to PersonY</span> happens the same time as <span style=""color:red;"">PersonY do not show up</span>. When <span style=""color:red;"">PersonX reach out to PersonY</span> happens, <span style=""color:red;"">it would probably be best</span> can happen.",no,no
30,"(p,(Contrast),(p,(Reason),(e,(PersonX do not respect PersonY))))",PersonY need to talk to PersonZ,"['PersonX do not respect PersonY', 'PersonX do not know PersonY well', 'PersonY need to talk to PersonZ']",20220414-171637-batch-0-q-30.jpg,20220414-171637-batch-0-a-30.jpg,Contrast,2p,PersonX do not respect PersonY happens because the eventuality V0. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",PersonX do not know PersonY well and PersonY need to talk to PersonZ share significant difference regarding some property. PersonX do not respect PersonY happens because PersonX do not know PersonY well.,"<span style=""color:red;"">PersonX do not know PersonY well</span> and <span style=""color:red;"">PersonY need to talk to PersonZ</span> share significant difference regarding some property. <span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">PersonX do not know PersonY well</span>.",no,no
31,"(p,(Contrast),(p,(Reason),(e,(PersonX do not respect PersonY))))",PersonX have know about PersonY,"['PersonX do not respect PersonY', 'PersonX do not know PersonY well', 'PersonX have know about PersonY']",20220414-171637-batch-0-q-31.jpg,20220414-171637-batch-0-a-31.jpg,Contrast,2p,PersonX do not respect PersonY happens because the eventuality V0. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",PersonX do not know PersonY well and PersonX have know about PersonY share significant difference regarding some property. PersonX do not respect PersonY happens because PersonX do not know PersonY well.,"<span style=""color:red;"">PersonX do not know PersonY well</span> and <span style=""color:red;"">PersonX have know about PersonY</span> share significant difference regarding some property. <span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">PersonX do not know PersonY well</span>.",no,no
32,"(p,(Contrast),(p,(Reason),(e,(PersonX do not respect PersonY))))",PersonX would like to ask PersonY,"['PersonX do not respect PersonY', 'PersonX do not know PersonY well', 'PersonX would like to ask PersonY']",20220414-171637-batch-0-q-32.jpg,20220414-171637-batch-0-a-32.jpg,Contrast,2p,PersonX do not respect PersonY happens because the eventuality V0. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",PersonX do not know PersonY well and PersonX would like to ask PersonY share significant difference regarding some property. PersonX do not know PersonY well and PersonX would like to ask PersonY both happen. PersonX do not respect PersonY happens because PersonX do not know PersonY well.,"<span style=""color:red;"">PersonX do not know PersonY well</span> and <span style=""color:red;"">PersonX would like to ask PersonY</span> share significant difference regarding some property. <span style=""color:red;"">PersonX do not know PersonY well</span> and <span style=""color:red;"">PersonX would like to ask PersonY</span> both happen. <span style=""color:red;"">PersonX do not respect PersonY</span> happens because <span style=""color:red;"">PersonX do not know PersonY well</span>.",no,no
33,"(p,(Exception),(p,(Condition),(e,(PersonX arm be in a unnatural position))))",PersonX be PeopleX captain,"['PersonX arm be in a unnatural position', 'PersonY would agree with PersonZ', 'PersonX be PeopleX captain']",20220414-171637-batch-0-q-33.jpg,20220414-171637-batch-0-a-33.jpg,Exception,2p,"When the eventuality V0 happens, PersonX arm be in a unnatural position can happen. the eventuality V? is an exception of the eventuality V0. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">PersonX arm be in a unnatural position</span> can happen. <span style=""color:red;"">the eventuality V?</span> is an exception of <span style=""color:red;"">the eventuality V0</span>. What is the eventuality V? ?","PersonX be PeopleX captain is an exception of PersonY would agree with PersonZ. When PersonY would agree with PersonZ happens, PersonX arm be in a unnatural position can happen.","<span style=""color:red;"">PersonX be PeopleX captain</span> is an exception of <span style=""color:red;"">PersonY would agree with PersonZ</span>. When <span style=""color:red;"">PersonY would agree with PersonZ</span> happens, <span style=""color:red;"">PersonX arm be in a unnatural position</span> can happen.",yes,yes
34,"(p,(Condition),(p,(Conjunction),(e,(PersonX do not have to talk to PersonY))))",PersonY do not want to talk to PersonX,"['PersonX do not have to talk to PersonY', 'PersonX do not want to talk to PersonY', 'PersonY do not want to talk to PersonX']",20220414-171637-batch-0-q-34.jpg,20220414-171637-batch-0-a-34.jpg,Conjunction,2p,"PersonX do not have to talk to PersonY and the eventuality V0 both happen. When the eventuality V? happens, the eventuality V0 can happen. What is the eventuality V? ?","<span style=""color:red;"">PersonX do not have to talk to PersonY</span> and <span style=""color:red;"">the eventuality V0</span> both happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V0</span> can happen. What is the eventuality V? ?","When PersonX do not want to talk to PersonY happens, PersonY do not want to talk to PersonX can happen. When PersonY do not want to talk to PersonX happens, PersonX do not want to talk to PersonY can happen. PersonX do not have to talk to PersonY and PersonX do not want to talk to PersonY both happen.","When <span style=""color:red;"">PersonX do not want to talk to PersonY</span> happens, <span style=""color:red;"">PersonY do not want to talk to PersonX</span> can happen. When <span style=""color:red;"">PersonY do not want to talk to PersonX</span> happens, <span style=""color:red;"">PersonX do not want to talk to PersonY</span> can happen. <span style=""color:red;"">PersonX do not have to talk to PersonY</span> and <span style=""color:red;"">PersonX do not want to talk to PersonY</span> both happen.",no,no
35,"(p,(Condition),(p,(Conjunction),(e,(PersonX do not have to talk to PersonY))))",PersonX do not want PersonY back,"['PersonX do not have to talk to PersonY', 'PersonX do not want to talk to PersonY', 'PersonX do not want PersonY back']",20220414-171637-batch-0-q-35.jpg,20220414-171637-batch-0-a-35.jpg,Conjunction,2p,"PersonX do not have to talk to PersonY and the eventuality V0 both happen. When the eventuality V? happens, the eventuality V0 can happen. What is the eventuality V? ?","<span style=""color:red;"">PersonX do not have to talk to PersonY</span> and <span style=""color:red;"">the eventuality V0</span> both happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V0</span> can happen. What is the eventuality V? ?","When PersonX do not want PersonY back happens, PersonX do not want to talk to PersonY can happen. PersonX do not have to talk to PersonY and PersonX do not want to talk to PersonY both happen.","When <span style=""color:red;"">PersonX do not want PersonY back</span> happens, <span style=""color:red;"">PersonX do not want to talk to PersonY</span> can happen. <span style=""color:red;"">PersonX do not have to talk to PersonY</span> and <span style=""color:red;"">PersonX do not want to talk to PersonY</span> both happen.",no,no
